Question ID,Question Title,Question Slug,Difficulty Level,Success Rate,Total Submissions,Total Accepted,Likes,Dislikes,Topic Tagged text,Topic Tagged ID,Company Tags,Hints,Similar Questions ID,Similar Questions Text,Code Snippets (Python3 or All),Question Text
2579,Count Total Number of Colored Cells,count-total-number-of-colored-cells,Medium,66.2,298162,197417,830,94,Math,VG9waWNUYWdOb2RlOjg=,None,Derive a mathematical relation between total number of colored cells and the time elapsed in minutes.,2481,Minimum Cuts to Divide a Circle,,"There exists an infinitely large two-dimensional grid of uncolored unit cells. You are given a positive integer n, indicating that you must do the following routine for n minutes: Below is a pictorial representation of the state of the grid after minutes 1, 2, and 3. Return the number of colored cells at the end of n minutes. "
2580,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,Medium,38.1,54021,20604,324,27,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5",None,Can we use sorting here? Sort the ranges and merge the overlapping ranges. Then count number of non-overlapping ranges. How many ways can we group these non-overlapping ranges?,56,Merge Intervals,,"You are given a 2D integer array ranges where ranges[i] = [starti, endi] denotes that all integers between starti and endi (both inclusive) are contained in the ith range. You are to split ranges into two (possibly empty) groups such that: Two ranges are said to be overlapping if there exists at least one integer that is present in both ranges. Return the total number of ways to split ranges into two groups. Since the answer may be very large, return it modulo 109 + 7. "
2581,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,Hard,46.5,16924,7864,312,9,"Array,Hash Table,Dynamic Programming,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx",None,"How can we check if any node can be the root? Can we use this information to check its neighboring nodes? When we traverse from current node to a neighboring node, how will we update our answer?",2277,Closest Node to Path in Tree,,"Alice has an undirected tree with n nodes labeled from 0 to n - 1. The tree is represented as a 2D integer array edges of length n - 1 where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the tree. Alice wants Bob to find the root of the tree. She allows Bob to make several guesses about her tree. In one guess, he does the following: Bob's guesses are represented by a 2D integer array guesses where guesses[j] = [uj, vj] indicates Bob guessed uj to be the parent of vj. Alice being lazy, does not reply to each of Bob's guesses, but just says that at least k of his guesses are true. Given the 2D integer arrays edges, guesses and the integer k, return the number of possible nodes that can be the root of Alice's tree. If there is no such tree, return 0. "
2582,Pass the Pillow,pass-the-pillow,Easy,56.5,363043,205292,1065,54,"Math,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1",None,"Maintain two integer variables, direction and i, where direction denotes the current direction in which the pillow should pass, and i denotes an index of the person holding the pillow. While time is positive, update the current index with the current direction. If the index reaches the end of the line, multiply direction by - 1.",2006,Find the Student that Will Replace the Chalk,,"There are n people standing in a line labeled from 1 to n. The first person in the line is holding a pillow initially. Every second, the person holding the pillow passes it to the next person standing in the line. Once the pillow reaches the end of the line, the direction changes, and people continue passing the pillow in the opposite direction. Given the two positive integers n and time, return the index of the person holding the pillow after time seconds. "
2583,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,Medium,59.2,282243,167138,1031,38,"Tree,Breadth-First Search,Sorting,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU3",None,"Find the sum of values of nodes on each level and return the kth largest one. To find the sum of the values of nodes on each level, you can use a DFS or BFS algorithm to traverse the tree and keep track of the level of each node.","144,1116,3157","Binary Tree Preorder Traversal,Maximum Level Sum of a Binary Tree,Find the Level of Tree with Minimum Sum",,"You are given the root of a binary tree and a positive integer k. The level sum in the tree is the sum of the values of the nodes that are on the same level. Return the kth largest level sum in the tree (not necessarily distinct). If there are fewer than k levels in the tree, return -1. Note that two nodes are on the same level if they have the same distance from the root. "
2584,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,Hard,28.0,62970,17652,312,112,"Array,Hash Table,Math,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY3",None,Two numbers with GCD equal to 1 have no common prime divisor. Find the prime factorization of the left and right sides and check if they share a prime divisor.,2307,Replace Non-Coprime Numbers in Array,,"You are given a 0-indexed integer array nums of length n. A split at an index i where 0 <= i <= n - 2 is called valid if the product of the first i + 1 elements and the product of the remaining elements are coprime. Return the smallest index i at which the array can be split validly or -1 if there is no such split. Two values val1 and val2 are coprime if gcd(val1, val2) == 1 where gcd(val1, val2) is the greatest common divisor of val1 and val2. "
2585,Number of Ways to Earn Points,number-of-ways-to-earn-points,Hard,58.6,35477,20799,495,12,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",None,Use Dynamic Programming Let ways[i][points] be the number of ways to score a given number of points after solving some questions of the first i types. ways[i][points] is equal to the sum of ways[i-1][points - solved * marks[i] over 0 <= solved <= count_i,2463,Minimum Total Distance Traveled,,"There is a test that has n types of questions. You are given an integer target and a 0-indexed 2D integer array types where types[i] = [counti, marksi] indicates that there are counti questions of the ith type, and each one of them is worth marksi points. Return the number of ways you can earn exactly target points in the exam. Since the answer may be too large, return it modulo 109 + 7. Note that questions of the same type are indistinguishable. "
2586,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,Easy,73.5,106090,78017,362,30,"Array,String,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy",None,consider iterating over all strings from left to right and use an if condition to check if the first character and last character are vowels.,,,,"You are given a 0-indexed array of string words and two integers left and right. A string is called a vowel string if it starts with a vowel character and ends with a vowel character where vowel characters are 'a', 'e', 'i', 'o', and 'u'. Return the number of vowel strings words[i] where i belongs to the inclusive range [left, right]. "
2587,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,Medium,41.6,84143,34975,300,51,"Array,Greedy,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4",None,The best order of the array is in decreasing order. Sort the array in decreasing order and count the number of positive values in the prefix sum array.,1095,Two City Scheduling,,"You are given a 0-indexed integer array nums. You can rearrange the elements of nums to any order (including the given order). Let prefix be the array containing the prefix sums of nums after rearranging it. In other words, prefix[i] is the sum of the elements from 0 to i in nums after rearranging it. The score of nums is the number of positive integers in the array prefix. Return the maximum score you can achieve. "
2588,Count the Number of Beautiful Subarrays,count-the-number-of-beautiful-subarrays,Medium,51.9,42847,22256,541,22,"Array,Hash Table,Bit Manipulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY4",None,"A subarray is beautiful if its xor is equal to zero. Compute the prefix xor for every index, then the xor of subarray [left, right] is equal to zero if prefix_xor[left] ^ perfix_xor[right] == 0 Iterate from left to right and maintain a hash table to count the number of indices equal to the current prefix xor.","1940,2338","Maximum XOR for Each Query,Count the Number of Ideal Arrays",,"You are given a 0-indexed integer array nums. In one operation, you can: A subarray is beautiful if it is possible to make all of its elements equal to 0 after applying the above operation any number of times (including zero). Return the number of beautiful subarrays in the array nums. A subarray is a contiguous non-empty sequence of elements within an array. Note: Subarrays where all elements are initially 0 are considered beautiful, as no operation is needed. "
2589,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,Hard,37.8,32906,12438,448,20,"Array,Binary Search,Stack,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",None,"Sort the tasks in ascending order of end time Since there are only up to 2000 time points to consider, you can check them one by one It is always beneficial to run the task as late as possible so that later tasks can run simultaneously.",1962,Single-Threaded CPU,,"There is a computer that can run an unlimited number of tasks at the same time. You are given a 2D integer array tasks where tasks[i] = [starti, endi, durationi] indicates that the ith task should run for a total of durationi seconds (not necessarily continuous) within the inclusive time range [starti, endi]. You may turn on the computer only when it needs to run a task. You can also turn it off if it is idle. Return the minimum time during which the computer should be turned on to complete all tasks. "
2590,Design a Todo List,design-a-todo-list,Medium,58.5,5709,3338,45,15,"Array,Hash Table,String,Design,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDQ5",None,,,,,
2591,Distribute Money to Maximum Children,distribute-money-to-maximum-children,Easy,19.5,204935,39936,340,882,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3",None,"Can we distribute the money according to the rules if we give 'k' children exactly 8 dollars? Brute force to find the largest possible value of k, or return -1 if there doesn’t exist any such k.","1195,2305,1817","Distribute Candies to People,Fair Distribution of Cookies,Calculate Money in Leetcode Bank",,"You are given an integer money denoting the amount of money (in dollars) that you have and another integer children denoting the number of children that you must distribute the money to. You have to distribute the money according to the following rules: Return the maximum number of children who may receive exactly 8 dollars if you distribute the money according to the aforementioned rules. If there is no way to distribute the money, return -1. "
2592,Maximize Greatness of an Array,maximize-greatness-of-an-array,Medium,58.7,56505,33195,477,21,"Array,Two Pointers,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",None,Can we use sorting and two pointers here? Assign every element the next bigger unused element as many times as possible.,"259,2410","3Sum Smaller,Maximum Matching of Players With Trainers",,You are given a 0-indexed integer array nums. You are allowed to permute nums into a new array perm of your choosing. We define the greatness of nums be the number of indices 0 <= i < nums.length for which perm[i] > nums[i]. Return the maximum possible greatness you can achieve after permuting nums.
2593,Find Score of an Array After Marking All Elements,find-score-of-an-array-after-marking-all-elements,Medium,64.5,202920,130848,920,21,"Array,Hash Table,Sorting,Heap (Priority Queue),Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU1",None,"Try simulating the process of marking the elements and their adjacent. If there is an element that was already marked, then you skip it.",1488,Sort Integers by The Power Value,,"You are given an array nums consisting of positive integers. Starting with score = 0, apply the following algorithm: Return the score you get after applying the above algorithm. "
2594,Minimum Time to Repair Cars,minimum-time-to-repair-cars,Medium,59.9,241894,144895,1285,86,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",None,"For a predefined fixed time, can all the cars be repaired? Try using binary search on the answer.","360,907","Sort Transformed Array,Koko Eating Bananas",,You are given an integer array ranks representing the ranks of some mechanics. ranksi is the rank of the ith mechanic. A mechanic with a rank r can repair n cars in r * n2 minutes. You are also given an integer cars representing the total number of cars waiting in the garage to be repaired. Return the minimum time taken to repair all the cars. Note: All the mechanics can repair the cars simultaneously.
2595,Number of Even and Odd Bits,number-of-even-and-odd-bits,Easy,72.7,81799,59438,353,115,Bit Manipulation,VG9waWNUYWdOb2RlOjE5,None,"Maintain two integer variables, even and odd, to count the number of even and odd indices in the binary representation of integer n. Divide n by 2 while n is positive, and if n modulo 2 is 1, add 1 to its corresponding variable.",1421,Find Numbers with Even Number of Digits,,"You are given a positive integer n. Let even denote the number of even indices in the binary representation of n with value 1. Let odd denote the number of odd indices in the binary representation of n with value 1. Note that bits are indexed from right to left in the binary representation of a number. Return the array [even, odd]. "
2596,Check Knight Tour Configuration,check-knight-tour-configuration,Medium,57.9,69223,40086,468,63,"Array,Depth-First Search,Breadth-First Search,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",None,It is enough to check if each move of the knight is valid. Try all cases of the knight's movements to check if a move is valid.,"1142,3283","Minimum Knight Moves,Maximum Number of Moves to Kill All Pawns",,"There is a knight on an n x n chessboard. In a valid configuration, the knight starts at the top-left cell of the board and visits every cell on the board exactly once. You are given an n x n integer matrix grid consisting of distinct integers from the range [0, n * n - 1] where grid[row][col] indicates that the cell (row, col) is the grid[row][col]th cell that the knight visited. The moves are 0-indexed. Return true if grid represents a valid configuration of the knight's movements or false otherwise. Note that a valid knight move consists of moving two squares vertically and one square horizontally, or two squares horizontally and one square vertically. The figure below illustrates all the possible eight moves of a knight from some cell. "
2597,The Number of Beautiful Subsets,the-number-of-beautiful-subsets,Medium,50.8,245965,124902,1263,176,"Array,Hash Table,Math,Dynamic Programming,Backtracking,Sorting,Combinatorics","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU2",None,"Sort the array nums and create another array cnt of size nums[i]. Use backtracking to generate all the beautiful subsets. If cnt[nums[i] - k] is positive, then it is impossible to add nums[i] in the subset, and we just move to the next index. Otherwise, it is also possible to add nums[i] in the subset, in this case, increase cnt[nums[i]], and move to the next index. Bonus: Can you solve the problem in O(n log n)?",1819,Construct the Lexicographically Largest Valid Sequence,,You are given an array nums of positive integers and a positive integer k. A subset of nums is beautiful if it does not contain two integers with an absolute difference equal to k. Return the number of non-empty beautiful subsets of the array nums. A subset of nums is an array that can be obtained by deleting some (possibly none) elements from nums. Two subsets are different if and only if the chosen indices to delete are different.
2598,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,Medium,39.9,48573,19384,369,54,"Array,Hash Table,Math,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3",None,"Think about using modular arithmetic. if x = nums[i] (mod value), then we can make nums[i] equal to x  after some number of operations How does finding the frequency of (nums[i] mod value) help?",41,First Missing Positive,,"You are given a 0-indexed integer array nums and an integer value. In one operation, you can add or subtract value from any element of nums. The MEX (minimum excluded) of an array is the smallest missing non-negative integer in it. Return the maximum MEX of nums after applying the mentioned operation any number of times. "
2599,Make the Prefix Sum Non-negative,make-the-prefix-sum-non-negative,Medium,51.7,15391,7951,96,3,"Array,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw",None,"There will always be a way to make the prefix sum non-negative. How can we use that? Loop over the array keeping the prefix sum. Whenever it goes negative, move the smallest number you have seen to the end.",1762,Furthest Building You Can Reach,,
2600,K Items With the Maximum Sum,k-items-with-the-maximum-sum,Easy,60.3,88596,53443,307,36,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3",None,"It is always optimal to take items with the number 1 written on them as much as possible. If k > numOnes, after taking all items with the number 1, it is always optimal to take items with the number 0 written on them as much as possible. If k > numOnes + numZeroes we are forced to take k - numOnes - numZeroes -1s.",53,Maximum Subarray,,"There is a bag that consists of items, each item has a number 1, 0, or -1 written on it. You are given four non-negative integers numOnes, numZeros, numNegOnes, and k. The bag initially contains: We want to pick exactly k items among the available items. Return the maximum possible sum of numbers written on the items. "
2601,Prime Subtraction Operation,prime-subtraction-operation,Medium,55.6,210852,117158,926,94,"Array,Math,Binary Search,Greedy,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDY3",None,Think about if we have many primes to subtract from nums[i]. Which prime is more optimal? The most optimal prime to subtract from nums[i] is the one that makes nums[i] the smallest as possible and greater than nums[i-1].,,,,You are given a 0-indexed integer array nums of length n. You can perform the following operation as many times as you want: Return true if you can make nums a strictly increasing array using the above operation and false otherwise. A strictly increasing array is an array whose each element is strictly greater than its preceding element.
2602,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,Medium,37.0,68642,25367,810,28,"Array,Binary Search,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4",None,"For each query, you should decrease all elements greater than queries[i] and increase all elements less than queries[i]. The answer is the sum of absolute differences between queries[i] and every element of the array. How do you calculate that optimally?","462,2448,2615","Minimum Moves to Equal Array Elements II,Minimum Cost to Make Array Equal,Sum of Distances",,"You are given an array nums consisting of positive integers. You are also given an integer array queries of size m. For the ith query, you want to make all of the elements of nums equal to queries[i]. You can perform the following operation on the array any number of times: Return an array answer of size m where answer[i] is the minimum number of operations to make all elements of nums equal to queries[i]. Note that after each query the array is reset to its original state. "
2603,Collect Coins in a Tree,collect-coins-in-a-tree,Hard,36.6,28013,10239,485,16,"Array,Tree,Graph,Topological Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2",None,"All leaves that do not have a coin are redundant and can be deleted from the tree. Remove the leaves that do not have coins on them, so that the resulting tree will have a coin on every leaf. In the remaining tree, remove each leaf node and its parent from the tree. The remaining nodes in the tree are the ones that must be visited. Hence, the answer is equal to (# remaining nodes -1) * 2","310,863,2925,2973","Minimum Height Trees,Sum of Distances in Tree,Maximum Score After Applying Operations on a Tree,Find Number of Coins to Place in Tree Nodes",,"There exists an undirected and unrooted tree with n nodes indexed from 0 to n - 1. You are given an integer n and a 2D integer array edges of length n - 1, where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the tree. You are also given an array coins of size n where coins[i] can be either 0 or 1, where 1 indicates the presence of a coin in the vertex i. Initially, you choose to start at any vertex in the tree. Then, you can perform the following operations any number of times: Find the minimum number of edges you need to go through to collect all the coins and go back to the initial vertex. Note that if you pass an edge several times, you need to count it into the answer several times. "
2604,Minimum Time to Eat All Grains,minimum-time-to-eat-all-grains,Hard,39.4,4649,1830,49,3,"Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",None,"Binary search the answer. To check if an answer is possible, for the ith hen check how far right it can go after ensuring that it eats the leftmost uneaten grain. If the last grain is eaten in this process, the answer is possible.",668,Kth Smallest Number in Multiplication Table,,
2605,Form Smallest Number From Two Digit Arrays,form-smallest-number-from-two-digit-arrays,Easy,54.4,83440,45359,317,28,"Array,Hash Table,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY2",None,How many digits will the resulting number have at most? The resulting number will have either one or two digits. Try to find when each case is possible.,,,,
2606,Find the Substring With Maximum Cost,find-the-substring-with-maximum-cost,Medium,56.9,50857,28933,381,13,"Array,Hash Table,String,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",None,Create a new integer array where arr[i] denotes the value of character s[i]. We can use Kadane’s maximum subarray sum algorithm to find the maximum cost.,53,Maximum Subarray,,"You are given a string s, a string chars of distinct characters and an integer array vals of the same length as chars. The cost of the substring is the sum of the values of each character in the substring. The cost of an empty string is considered 0. The value of the character is defined in the following way: Return the maximum cost among all substrings of the string s. "
2607,Make K-Subarray Sums Equal,make-k-subarray-sums-equal,Medium,36.7,34122,12518,493,87,"Array,Math,Greedy,Sorting,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY3",None,"Think about gcd(n, k). How will it help to calculate the answer? indices i and j are in the same group if gcd(n, k) mod i = gcd(n, k) mod j. Each group should have equal elements. Think about the minimum number of operations for each group The minimum number of operations for each group equals the summation of differences between the elements and the median of elements inside the group.",189,Rotate Array,,"You are given a 0-indexed integer array arr and an integer k. The array arr is circular. In other words, the first element of the array is the next element of the last element, and the last element of the array is the previous element of the first element. You can do the following operation any number of times: Return the minimum number of operations such that the sum of each subarray of length k is equal. A subarray is a contiguous part of the array. "
2608,Shortest Cycle in a Graph,shortest-cycle-in-a-graph,Hard,37.5,65264,24499,579,17,"Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0",None,"How can BFS be used? For each vertex u, calculate the length of the shortest cycle that contains vertex u using BFS","684,2360,2493","Redundant Connection,Longest Cycle in a Graph,Divide Nodes Into the Maximum Number of Groups",,"There is a bi-directional graph with n vertices, where each vertex is labeled from 0 to n - 1. The edges in the graph are represented by a given 2D integer array edges, where edges[i] = [ui, vi] denotes an edge between vertex ui and vertex vi. Every vertex pair is connected by at most one edge, and no vertex has an edge to itself. Return the length of the shortest cycle in the graph. If no cycle exists, return -1. A cycle is a path that starts and ends at the same node, and each edge in the path is used only once. "
2609,Find the Longest Balanced Substring of a Binary String,find-the-longest-balanced-substring-of-a-binary-string,Easy,45.5,78502,35714,375,30,String,VG9waWNUYWdOb2RlOjEw,None,"Consider iterating over each subarray and checking if it’s balanced or not. Among all balanced subarrays, the answer is the longest one of them.",,,,You are given a binary string s consisting only of zeroes and ones. A substring of s is considered balanced if all zeroes are before ones and the number of zeroes is equal to the number of ones inside the substring. Notice that the empty substring is considered a balanced substring. Return the length of the longest balanced substring of s. A substring is a contiguous sequence of characters within a string.
2610,Convert an Array Into a 2D Array With Conditions,convert-an-array-into-a-2d-array-with-conditions,Medium,86.3,249126,215028,1651,80,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=",None,Process the elements in the array one by one in any order and only create a new row in the matrix when we cannot put it into the existing rows We can simply iterate over the existing rows of the matrix to see if we can place each element.,,,,"You are given an integer array nums. You need to create a 2D array from nums satisfying the following conditions: Return the resulting array. If there are multiple answers, return any of them. Note that the 2D array can have a different number of elements on each row. "
2611,Mice and Cheese,mice-and-cheese,Medium,47.3,69976,33122,650,66,"Array,Greedy,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw",None,"The intended solution uses greedy approach. Imagine at first that the second mouse eats all the cheese, then we should choose k types of cheese with the maximum sum of - reward2[i] + reward1[i].",198,House Robber,,"There are two mice and n different types of cheese, each type of cheese should be eaten by exactly one mouse. A point of the cheese with index i (0-indexed) is: You are given a positive integer array reward1, a positive integer array reward2, and a non-negative integer k. Return the maximum points the mice can achieve if the first mouse eats exactly k types of cheese. "
2612,Minimum Reverse Operations,minimum-reverse-operations,Hard,15.3,39119,5972,244,73,"Array,Breadth-First Search,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDcw",None,Can we use a breadth-first search to find the minimum number of operations? Find the beginning and end indices of the subarray of size k that can be reversed to bring 1 to a particular position. Can we visit every index or do we need to consider the parity of k?,,,,"You are given an integer n and an integer p representing an array arr of length n where all elements are set to 0's, except position p which is set to 1. You are also given an integer array banned containing restricted positions. Perform the following operation on arr: Return an integer array answer with n results where the ith result is the minimum number of operations needed to bring the single 1 to position i in arr, or -1 if it is impossible. "
2613,Beautiful Pairs,beautiful-pairs,Hard,43.2,1775,767,18,2,"Array,Math,Divide and Conquer,Geometry,Sorting,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjM4,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcw",None,Use Range Queries Data Structures to optimize the algorithm,,,,
2614,Prime In Diagonal,prime-in-diagonal,Easy,36.3,163986,59452,372,45,"Array,Math,Matrix,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY3",None,Iterate over the diagonals of the matrix and check for each element. Check if the element is prime or not in O(sqrt(n)) time.,,,,"You are given a 0-indexed two-dimensional integer array nums. Return the largest prime number that lies on at least one of the diagonals of nums. In case, no prime is present on any of the diagonals, return 0. Note that:  In the above diagram, one diagonal is [1,5,9] and another diagonal is [3,5,7]. "
2615,Sum of Distances,sum-of-distances,Medium,31.3,78682,24628,789,94,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4",None,"Can we use the prefix sum here? For each number x, collect all the indices where x occurs, and calculate the prefix sum of the array. For each occurrence of x, the indices to the right will be regular subtraction while the indices to the left will be reversed subtraction.","26,442,2602","Remove Duplicates from Sorted Array,Find All Duplicates in an Array,Minimum Operations to Make All Array Elements Equal",,"You are given a 0-indexed integer array nums. There exists an array arr of length nums.length, where arr[i] is the sum of |i - j| over all j such that nums[j] == nums[i] and j != i. If there is no such j, set arr[i] to be 0. Return the array arr. "
2616,Minimize the Maximum Difference of Pairs,minimize-the-maximum-difference-of-pairs,Medium,50.9,313060,159268,2845,320,"Array,Binary Search,Dynamic Programming,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",None,"To minimize the answer, the array should be sorted first. Can we use binary search here?","1306,1616","Minimum Absolute Difference,Minimum Difference Between Largest and Smallest Value in Three Moves",,"You are given a 0-indexed integer array nums and an integer p. Find p pairs of indices of nums such that the maximum difference amongst all the pairs is minimized. Also, ensure no index appears more than once amongst the p pairs. Note that for a pair of elements at the index i and j, the difference of this pair is |nums[i] - nums[j]|, where |x| represents the absolute value of x. Return the minimum maximum difference among all p pairs. We define the maximum of an empty set to be zero. "
