Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID,Question Text,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
2929,Distribute Candies Among Children II,distribute-candies-among-children-ii,"Math,Combinatorics,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2,VG9waWNUYWdOb2RlOjYxMDY2",You are given two positive integers n and limit. Return the total number of ways to distribute n candies among 3 children such that no child gets more than limit candies. ,Medium,56.0,176701,98925,None,543,168,"We can enumerate the number of candies of one particular child, let it be i which means 0 <= i <= min(limit, n). Suppose the 2nd child gets j candies. Then 0 <= j <= limit and i + j <= n. The 3rd child will hence get n - i - j candies and we should have 0 <= n - i - j <= limit. After some transformations, for each i, we have max(0, n - i - limit) <= j <= min(limit, n - i), each j corresponding to a solution.
So the number of solutions for some i is max(min(limit, n - i) - max(0, n - i - limit) + 1, 0). Sum the expression for every i in [0, min(n, limit)].",1828,Count Ways to Distribute Candies
2930,Number of Strings Which Can Be Rearranged to Contain Substring,number-of-strings-which-can-be-rearranged-to-contain-substring,"Math,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2","You are given an integer n. A string s is called good if it contains only lowercase English characters and it is possible to rearrange the characters of s such that the new string contains ""leet"" as a substring. For example: Return the total number of good strings of length n. Since the answer may be large, return it modulo 109 + 7. A substring is a contiguous sequence of characters within a string. ",Medium,55.3,13857,7666,None,181,69,"A good string must contain at least one l, one t, and two e. Divide the problem into subproblems and use Dynamic Programming.",1332,Count Vowels Permutation
2931,Maximum Spending After Buying Items,maximum-spending-after-buying-items,"Array,Greedy,Sorting,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz","You are given a 0-indexed m * n integer matrix values, representing the values of m * n different items in m different shops. Each shop has n items where the jth item in the ith shop has a value of values[i][j]. Additionally, the items in the ith shop are sorted in non-increasing order of value. That is, values[i][j] >= values[i][j + 1] for all 0 <= j < n - 1. On each day, you would like to buy a single item from one of the shops. Specifically, On the dth day you can: Note that all items are pairwise different. For example, if you have bought item 0 from shop 1, you can still buy item 0 from any other shop. Return the maximum amount of money that can be spent on buying all  m * n products. ",Hard,60.1,22859,13731,None,110,34,"Iterate on days 1 to m * n. On each day, buy the product that minimizes values[i][values[i].length - 1], and pop it from values[i].","1538,1896","Maximum Points You Can Obtain from Cards,Maximum Score from Performing Multiplication Operations"
2932,Maximum Strong Pair XOR I,maximum-strong-pair-xor-i,"Array,Hash Table,Bit Manipulation,Trie,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjU1ODIx",You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: You need to select two integers from nums such that they form a strong pair and their bitwise XOR is the maximum among all strong pairs in the array. Return the maximum XOR value out of all possible strong pairs in the array nums. Note that you can pick the same integer twice to form a pair. ,Easy,74.9,66007,49435,None,168,25,The constraints are small enough to make brute-force solutions pass.,"421,1826","Maximum XOR of Two Numbers in an Array,Maximum XOR With an Element From Array"
2933,High-Access Employees,high-access-employees,"Array,Hash Table,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5","You are given a 2D 0-indexed array of strings, access_times, with size n. For each i where 0 <= i <= n - 1, access_times[i][0] represents the name of an employee, and access_times[i][1] represents the access time of that employee. All entries in access_times are within the same day. The access time is represented as four digits using a 24-hour time format, for example, ""0800"" or ""2250"". An employee is said to be high-access if he has accessed the system three or more times within a one-hour period. Times with exactly one hour of difference are not considered part of the same one-hour period. For example, ""0815"" and ""0915"" are not part of the same one-hour period. Access times at the start and end of the day are not counted within the same one-hour period. For example, ""0005"" and ""2350"" are not part of the same one-hour period. Return a list that contains the names of high-access employees with any order you want. ",Medium,46.2,62513,28865,None,212,22,"Sort the access times in each person’s list. A person’s name should be in the answer list if there are 2 access times in his/her access time list (after sorting), where the index difference is at least 2 and the time difference is strictly less than 60 minutes.",,
2934,Minimum Operations to Maximize Last Elements in Arrays,minimum-operations-to-maximize-last-elements-in-arrays,"Array,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY2","You are given two 0-indexed integer arrays, nums1 and nums2, both having length n. You are allowed to perform a series of operations (possibly none). In an operation, you select an index i in the range [0, n - 1] and swap the values of nums1[i] and nums2[i]. Your task is to find the minimum number of operations required to satisfy the following conditions: Return an integer denoting the minimum number of operations needed to meet both conditions, or -1 if it is impossible to satisfy both conditions. ",Medium,43.2,32040,13853,None,193,16,"Consider how to calculate the minimum number of operations when nums1[n - 1] and nums2[n - 1] are fixed (they are not swapped). For each index i, there are only 3 possibilities:
nums1[i] <= nums1[n - 1] && nums2[i] <= nums2[n - 1]. We don't need to swap them.
nums1[i] <= nums2[n - 1] && nums2[i] <= nums1[n - 1]. We have to swap them.
Otherwise, there is no solution. There are 2 cases to determine the minimum number of operations:
The first case is the number of indices that need to be swapped when nums1[n - 1] and nums2[n - 1] are fixed.
The second case is 1 + the number of indices that need to be swapped when nums1[n - 1] and nums2[n - 1] are swapped. The answer is the minimum of both cases or -1 if there is no solution in either case.",819,Minimum Swaps To Make Sequences Increasing
2935,Maximum Strong Pair XOR II,maximum-strong-pair-xor-ii,"Array,Hash Table,Bit Manipulation,Trie,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjU1ODIx",You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition: You need to select two integers from nums such that they form a strong pair and their bitwise XOR is the maximum among all strong pairs in the array. Return the maximum XOR value out of all possible strong pairs in the array nums. Note that you can pick the same integer twice to form a pair. ,Hard,30.8,24575,7568,None,201,1,"Sort the array, now let x <= y which means |x - y| <= min(x, y) can now be written as y - x <= x or in other words, y <= 2 * x. If x and y have the same number of bits, try makingy’s bits different from x if possible for each bit starting from the second most significant bit. If y has 1 more bit than x and y <= 2 * x use the idea about Digit DP to make y’s prefix smaller than 2 * x + 1 as well as trying to make each bit different from x using a Hashmap. Alternatively, use Trie data structure to find the pair with maximum XOR.","421,1826","Maximum XOR of Two Numbers in an Array,Maximum XOR With an Element From Array"
2936,Number of Equal Numbers Blocks,number-of-equal-numbers-blocks,"Array,Binary Search,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5",,Medium,62.0,3478,2156,None,22,8,Start from the beginning of the array nums.at(0). Do a binary search on the last index last such that nums.at(0) == nums.at(last). Continue this process until you get to the end of the array (nums.size()).,,
2937,Make Three Strings Equal,make-three-strings-equal,String,VG9waWNUYWdOb2RlOjEw,"You are given three strings: s1, s2, and s3. In one operation you can choose one of these strings and delete its rightmost character. Note that you cannot completely empty a string. Return the minimum number of operations required to make the strings equal. If it is impossible to make them equal, return -1. ",Easy,43.3,81426,35222,None,309,41,Calculate the length of the longest common prefix of the 3 strings.,583,Delete Operation for Two Strings
2938,Separate Black and White Balls,separate-black-and-white-balls,"Two Pointers,String,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3","There are n balls on a table, each ball has a color black or white. You are given a 0-indexed binary string s of length n, where 1 and 0 represent black and white balls, respectively. In each step, you can choose two adjacent balls and swap them. Return the minimum number of steps to group all the black balls to the right and all the white balls to the left. ",Medium,64.1,268626,172057,None,841,42,"Every 1 in the string s should be swapped with every 0 on its right side. Iterate right to left and count the number of 0 that have already occurred, whenever you iterate on 1 add that counter to the answer.",,
2939,Maximum Xor Product,maximum-xor-product,"Math,Greedy,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjE5","Given three integers a, b, and n, return the maximum value of (a XOR x) * (b XOR x) where 0 <= x < 2n. Since the answer may be too large, return it modulo 109 + 7. Note that XOR is the bitwise XOR operation. ",Medium,27.1,42829,11592,None,234,71,"Iterate over bits from most significant to least significant. For the ith bit, if both a and b have the same value, we can always make x’s ith bit different from a and b, so a ^ x and b ^ x both have the ith bit set. Otherwise, we can only set the ith bit of one of a ^ x or b ^ x. Depending on the previous bits of  a ^ x or b ^ x, we should set the smaller value’s ith bit.",2317,Maximum XOR After Operations
2940,Find Building Where Alice and Bob Can Meet,find-building-where-alice-and-bob-can-meet,"Array,Binary Search,Stack,Binary Indexed Tree,Segment Tree,Heap (Priority Queue),Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU0","You are given a 0-indexed array heights of positive integers, where heights[i] represents the height of the ith building. If a person is in building i, they can move to any other building j if and only if i < j and heights[i] < heights[j]. You are also given another array queries where queries[i] = [ai, bi]. On the ith query, Alice is in building ai while Bob is in building bi. Return an array ans where ans[i] is the index of the leftmost building where Alice and Bob can meet on the ith query. If Alice and Bob cannot move to a common building on query i, set ans[i] to -1. ",Hard,52.2,134824,70385,None,784,56,"For each query [x, y], if x > y, swap x and y. Now, we can assume that x <= y. For each query [x, y], if x == y or heights[x] < heights[y], then the answer is y since x ≤ y. Otherwise, we need to find the smallest index t such that y < t and heights[x] < heights[t]. Note that heights[y] <= heights[x], so heights[x] < heights[t] is a sufficient condition. To find index t for each query, sort the queries in descending order of y. Iterate over the queries while maintaining a monotonic stack which we can binary search over to find index t.","1305,1762","Number of Visible People in a Queue,Furthest Building You Can Reach"
2941,Maximum GCD-Sum of a Subarray,maximum-gcd-sum-of-a-subarray,"Array,Math,Binary Search,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY3",,Hard,36.2,1546,559,None,16,1,"Try to answer the query of asking GCD of a subarray in O(1) using sparse tables and preprocessing. For every index L, let’s find the subarray starting at the index L and maximizing gcd-sum. Use the fact that if L is fixed, then by adding one more element to the end of a subarray, two things can happen: the gcd remains the same as the last gcd or becomes at least half of the last one. Now we can use binary search to find the last index R such that gcd of the elements of nums[L..R] would be equal to nums[L]. Now add nums[R + 1] to the current subarray and continue the process to find the last index that has the same gcd as the current gcd of elements.",,
2942,Find Words Containing Character,find-words-containing-character,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw",You are given a 0-indexed array of strings words and a character x. Return an array of indices representing the words that contain the character x. Note that the returned array may be in any order. ,Easy,90.6,354232,320959,None,617,47,Use two nested loops.,2210,Find Target Indices After Sorting Array
2943,Maximize Area of Square Hole in Grid,maximize-area-of-square-hole-in-grid,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5","You are given the two integers, n and m and two integer arrays, hBars and vBars. The grid has n + 2 horizontal and m + 2 vertical bars, creating 1 x 1 unit cells. The bars are indexed starting from 1. You can remove some of the bars in hBars from horizontal bars and some of the bars in vBars from vertical bars. Note that other bars are fixed and cannot be removed. Return an integer denoting the maximum area of a square-shaped hole in the grid, after removing some bars (possibly none). ",Medium,37.0,36394,13458,None,243,152,"Sort hBars and vBars and consider them separately. Compute the longest sequence of consecutive integer values in each array, denoted as [hx, hy] and [vx, vy], respectively. The maximum square length we can get is min(hy - hx + 2, vy - vx + 2). Square the maximum square length to get the area.","221,2975","Maximal Square,Maximum Square Area by Removing Fences From a Field"
2944,Minimum Number of Coins for Fruits,minimum-number-of-coins-for-fruits,"Array,Dynamic Programming,Queue,Heap (Priority Queue),Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcx","You are given an 0-indexed integer array prices where prices[i] denotes the number of coins needed to purchase the (i + 1)th fruit. The fruit market has the following reward for each fruit: Note that even if you can take fruit j for free, you can still purchase it for prices[j - 1] coins to receive its reward. Return the minimum number of coins needed to acquire all the fruits. ",Medium,46.9,42953,20147,None,292,65,"The intended solution uses Dynamic Programming. Let dp[i] denote the minimum number of coins, such that we bought ith fruit and acquired all the fruits in the range [i...n]. dp[i] = min(dp[i], dp[j] + prices[i]) , where j is in the range [i + 1, i + 1 + i].",,
2945,Find Maximum Non-decreasing Array Length,find-maximum-non-decreasing-array-length,"Array,Binary Search,Dynamic Programming,Stack,Queue,Monotonic Stack,Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDU0,VG9waWNUYWdOb2RlOjYxMDcx","You are given a 0-indexed integer array nums. You can perform any number of operations, where each operation involves selecting a subarray of the array and replacing it with the sum of its elements. For example, if the given array is [1,3,5,6] and you select subarray [3,5] the array will convert to [1,8,6]. Return the maximum length of a non-decreasing array that can be made after applying operations. A subarray is a contiguous non-empty sequence of elements within an array. ",Hard,17.0,31465,5348,None,200,24,"Let dp[i] be the maximum number of elements in the increasing sequence after processing the first i elements of the original array. We have dp[0] = 0. dp[i + 1] >= dp[i] (since if we have the solution for the first i elements, we can always merge the last one of the first i + 1 elements which is nums[i] into the solution of the first i elements. For i > 0, we want to dp[i] = max(dp[j] + 1) where sum(nums[i - 1] + nums[i - 2] +… + nums[j]) >= v[j] and v[j] is the last element of the solution ending with nums[j - 1].",,
2946,Matrix Similarity After Cyclic Shifts,matrix-similarity-after-cyclic-shifts,"Array,Math,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1","You are given an m x n integer matrix mat and an integer k. The matrix rows are 0-indexed. The following proccess happens k times:   Return true if the final modified matrix after k steps is identical to the original matrix, and false otherwise. ",Easy,58.3,47617,27754,None,185,67,You can reduce k shifts to (k % n) shifts as after n shifts the matrix will become similar to the initial matrix.,,
2947,Count Beautiful Substrings I,count-beautiful-substrings-i,"Hash Table,Math,String,Enumeration,Number Theory,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY3,VG9waWNUYWdOb2RlOjYxMDY4","You are given a string s and a positive integer k. Let vowels and consonants be the number of vowels and consonants in a string. A string is beautiful if: Return the number of non-empty beautiful substrings in the given string s. A substring is a contiguous sequence of characters in a string. Vowel letters in English are 'a', 'e', 'i', 'o', and 'u'. Consonant letters in English are every letter except vowels. ",Medium,59.6,41785,24915,None,158,14,Iterate over all substrings and maintain the frequencies of vowels and consonants.,,
2948,Make Lexicographically Smallest Array by Swapping Elements,make-lexicographically-smallest-array-by-swapping-elements,"Array,Union Find,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDQ5","You are given a 0-indexed array of positive integers nums and a positive integer limit. In one operation, you can choose any two indices i and j and swap nums[i] and nums[j] if |nums[i] - nums[j]| <= limit. Return the lexicographically smallest array that can be obtained by performing the operation any number of times. An array a is lexicographically smaller than an array b if in the first position where a and b differ, array a has an element that is less than the corresponding element in b. For example, the array [2,10,3] is lexicographically smaller than the array [10,2,3] because they differ at index 0 and 2 < 10. ",Medium,60.2,164393,98980,None,947,75,"Construct a virtual graph where all elements in nums are nodes and the pairs satisfying the condition have an edge between them. Instead of constructing all edges, we only care about the connected components. Can we use DSU? Sort nums. Now we just need to consider if the consecutive elements have an edge to check if they belong to the same connected component. Hence, all connected components become a list of position-consecutive elements after sorting. For each index of nums from 0 to nums.length - 1 we can change it to the current minimum value we have in its connected component and remove that value from the connected component.","1308,1840","Smallest String With Swaps,Minimize Hamming Distance After Swap Operations"
2949,Count Beautiful Substrings II,count-beautiful-substrings-ii,"Hash Table,Math,String,Number Theory,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY3,VG9waWNUYWdOb2RlOjYxMDY4","You are given a string s and a positive integer k. Let vowels and consonants be the number of vowels and consonants in a string. A string is beautiful if: Return the number of non-empty beautiful substrings in the given string s. A substring is a contiguous sequence of characters in a string. Vowel letters in English are 'a', 'e', 'i', 'o', and 'u'. Consonant letters in English are every letter except vowels. ",Hard,24.9,26338,6553,None,200,8,"For the given k find all the x integers such that x^2 % k == 0. Notice, that there aren’t many such candidates. We can iterate over all such x values and count the number of substrings such that vowels == consonants == x. This can be done with prefix sums and hash map.",,
2950,Number of Divisible Substrings,number-of-divisible-substrings,"Hash Table,String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4",,Medium,73.4,4101,3010,None,28,6,"Iterate over all substrings in O(n * n). For each substring, try to calculate the sum of the mapped values in O(1). To do the above, use a partial sum array.",3448,Count Substrings Divisible By Last Digit
2951,Find the Peaks,find-the-peaks,"Array,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY2",You are given a 0-indexed array mountain. Your task is to find all the peaks in the mountain array. Return an array that consists of indices of peaks in the given array in any order. Notes: ,Easy,74.2,89186,66172,None,190,18,If nums[i] > num[i - 1] and nums[i] > nums[i + 1] nums[i] is a peak.,"162,2047","Find Peak Element,Find a Peak Element II"
2952,Minimum Number of Coins to be Added,minimum-number-of-coins-to-be-added,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5","You are given a 0-indexed integer array coins, representing the values of the coins available, and an integer target. An integer x is obtainable if there exists a subsequence of coins that sums to x. Return the minimum number of coins of any value that need to be added to the array so that every integer in the range [1, target] is obtainable. A subsequence of an array is a new non-empty array that is formed from the original array by deleting some (possibly none) of the elements without disturbing the relative positions of the remaining elements. ",Medium,56.8,42510,24161,None,405,64,"Sort the coins array and maintain the smallest sum that is unobtainable by induction. If we don’t use any coins, the smallest integer that we cannot obtain by sum is 1. Suppose currently, for a fixed set of the first several coins the smallest integer that we cannot obtain is x + 1, namely we can form all integers in the range [1, x] but not x + 1. If the next unused coin’s value is NOT x + 1 (note the array is sorted), we have to add x + 1 to the array. After this addition, we can form all values from x + 1 to 2 * x + 1 by adding x + 1 in [1, x]'s formations. So now we can form all the numbers of [1, 2 * x + 1]. After this iteration the new value of x becomes 2 * x + 1.","322,2979","Coin Change,Most Expensive Item That Can Not Be Bought"
2953,Count Complete Substrings,count-complete-substrings,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx",You are given a string word and an integer k. A substring s of word is complete if: Return the number of complete substrings of word. A substring is a non-empty contiguous sequence of characters in a string. ,Hard,28.7,33264,9532,None,232,39,"There are at most 26 different lengths of the complete substrings: k *1, k * 2, … k * 26.**** For each length, we can use sliding window to count the frequency of each letter in the window. We still need to check for all characters in the window that abs(word[i] - word[i - 1]) <= 2. We do this by maintaining the values of abs(word[i] - word[i - 1]) in the sliding window dynamically in an ordered multiset or priority queue, so that we know the maximum value at each iteration.","1460,2743","Number of Substrings Containing All Three Characters,Count Substrings Without Repeating Character"
2954,Count the Number of Infection Sequences,count-the-number-of-infection-sequences,"Array,Math,Combinatorics","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2","You are given an integer n and an array sick sorted in increasing order, representing positions of infected people in a line of n people. At each step, one uninfected person adjacent to an infected person gets infected. This process continues until everyone is infected. An infection sequence is the order in which uninfected people become infected, excluding those initially infected. Return the number of different infection sequences possible, modulo 109+7. ",Hard,33.4,12266,4102,None,127,27,"Consider infected children as 0 and non-infected as 1, then divide the array into segments with the same value. For each segment of non-infected children whose indices are [i, j] and indices (i - 1) and (j + 1), if they exist, are already infected. Then if i == 0 or j == n - 1, each second there is only one kid that can be infected (which is at the other endpoint). If i > 0 and j < n - 1, we have two choices per second since the children at the two endpoints can both be the infect candidates. So there are 2j - i orders to infect all children in the segment. Each second we can select a segment and select one endpoint from it. The answer is:
S! / (len[1]! * len[2]! * ... * len[m]! * lenstart! * lenend!) * 2k
where len[1], len[2], ..., len[m] are the lengths of each segment of non-infected children that have an infected child at both endpoints, lenstart and lenend denote the number of non-infected children with infected child at one endpoint, S is the total length of all segments of non-infected children, and k = (len[1] - 1) + (len[2] - 1) + ... + (len[m] - 1).","750,2385","Contain Virus,Amount of Time for Binary Tree to Be Infected"
2955,Number of Same-End Substrings,number-of-same-end-substrings,"Array,Hash Table,String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4",,Medium,61.4,14191,8709,None,85,18,"If there are t occurrences of a character in a substring, there exists t * (t + 1) / 2 Same-End substrings with that character. Try to calculate the number of occurrences of a character in a substring in O(1) using partial sum.",,
2956,Find Common Elements Between Two Arrays,find-common-elements-between-two-arrays,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=","You are given two integer arrays nums1 and nums2 of sizes n and m, respectively. Calculate the following values: Return [answer1,answer2]. ",Easy,83.7,101576,85055,None,263,103,"Since the constraints are small, you can use brute force to solve the problem. For each element i in nums1, iterate over all elements of nums2 to find if it occurs.",,
2957,Remove Adjacent Almost-Equal Characters,remove-adjacent-almost-equal-characters,"String,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3","You are given a 0-indexed string word. In one operation, you can pick any index i of word and change word[i] to any lowercase English letter. Return the minimum number of operations needed to remove all adjacent almost-equal characters from word. Two characters a and b are almost-equal if a == b or a and b are adjacent in the alphabet. ",Medium,51.8,49899,25870,None,187,24,"For i > 0, if word[i] and word[i - 1] are adjacent, we will change word[i] to another character. Which character should we change it to? We will change word[i] to some character that is not adjacent to word[i - 1] nor word[i + 1] (if it exists). Such a character always exists. However, since the problem does not ask for the final state of the string, It is enough to prove that the character exists and we do not need to find it.",1884,Minimum Changes To Make Alternating Binary String
2958,Length of Longest Subarray With at Most K Frequency,length-of-longest-subarray-with-at-most-k-frequency,"Array,Hash Table,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx",You are given an integer array nums and an integer k. The frequency of an element x is the number of times it occurs in an array. An array is called good if the frequency of each element in this array is less than or equal to k. Return the length of the longest good subarray of nums. A subarray is a contiguous non-empty sequence of elements within an array. ,Medium,55.8,308188,171990,None,1124,35,"For each index i, find the rightmost index j >= i such that the frequency of each element in the subarray [i, j] is at most k. We can use 2 pointers / sliding window to achieve it.",395,Longest Substring with At Least K Repeating Characters
2959,Number of Possible Sets of Closing Branches,number-of-possible-sets-of-closing-branches,"Bit Manipulation,Graph,Heap (Priority Queue),Enumeration,Shortest Path","VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDc2","There is a company with n branches across the country, some of which are connected by roads. Initially, all branches are reachable from each other by traveling some roads. The company has realized that they are spending an excessive amount of time traveling between their branches. As a result, they have decided to close down some of these branches (possibly none). However, they want to ensure that the remaining branches have a distance of at most maxDistance from each other. The distance between two branches is the minimum total traveled length needed to reach one branch from another. You are given integers n, maxDistance, and a 0-indexed 2D array roads, where roads[i] = [ui, vi, wi] represents the undirected road between branches ui and vi with length wi. Return the number of possible sets of closing branches, so that any branch has a distance of at most maxDistance from any other. Note that, after closing a branch, the company will no longer have access to any roads connected to it. Note that, multiple roads are allowed. ",Hard,48.5,18408,8931,None,180,16,"Try all the possibilities of closing branches. On the vertices that are not closed, use Floyd-Warshall algorithm to find the shortest paths.",,
2960,Count Tested Devices After Test Operations,count-tested-devices-after-test-operations,"Array,Simulation,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDYy","You are given a 0-indexed integer array batteryPercentages having length n, denoting the battery percentages of n 0-indexed devices. Your task is to test each device i in order from 0 to n - 1, by performing the following test operations: Return an integer denoting the number of devices that will be tested after performing the test operations in order. ",Easy,78.4,62679,49153,None,160,15,"One solution is simulating the operations as explained in the problem statement, and it works in O(n2) time. While going through the devices, you can maintain the number of previously tested devices, and the current device can be tested if batteryPercentages[i] is greater than the number of tested devices.",,
2961,Double Modular Exponentiation,double-modular-exponentiation,"Array,Math,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1","You are given a 0-indexed 2D array variables where variables[i] = [ai, bi, ci, mi], and an integer target. An index i is good if the following formula holds: Return an array consisting of good indices in any order. ",Medium,47.1,50060,23591,None,120,20,,,
2962,Count Subarrays Where Max Element Appears at Least K Times,count-subarrays-where-max-element-appears-at-least-k-times,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx",You are given an integer array nums and a positive integer k. Return the number of subarrays where the maximum element of nums appears at least k times in that subarray. A subarray is a contiguous sequence of elements within an array. ,Medium,62.5,392076,245056,None,1633,80,,3113,Find the Number of Subarrays Where Boundary Elements Are Maximum
2963,Count the Number of Good Partitions,count-the-number-of-good-partitions,"Array,Hash Table,Math,Combinatorics","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2","You are given a 0-indexed array nums consisting of positive integers. A partition of an array into one or more contiguous subarrays is called good if no two subarrays contain the same number. Return the total number of good partitions of nums. Since the answer may be large, return it modulo 109 + 7. ",Hard,47.1,27847,13109,None,273,5,"If a segment contains a value, it must contain all occurrences of the same value. Partition the array into segments making each one as short as possible. This can be achieved by two-pointers or using a Set. If we have m segments, we can arbitrarily group the neighboring segments. How many ways are there to group these m segments?",2369,Check if There is a Valid Partition For The Array
2964,Number of Divisible Triplet Sums,number-of-divisible-triplet-sums,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=",,Medium,67.8,10509,7129,None,30,5,"Fix index L to be the leftmost element of a triplet. Starting from L, go forward and add the remainder of each element to a map. Now when you are at index R, consider nums[L] + nums[R] and calculate what the remainder of the third element should be. Then use the map to find the number of valid third elements between L and R.",,
